Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
20.0,1,3,27.0,3,2,2,1.0,0,3.0,2,2.0,0,3,1,1.0,1,17678.0
28.0,1,1,23.0,1,1,3,4.0,0,4.0,1,2.0,0,1,1,1.0,1,21489.0
36.0,0,1,9.0,3,2,1,3.0,0,4.0,2,5.0,0,4,1,0.0,1,17088.0
46.0,1,1,14.0,3,1,3,4.0,0,3.0,0,6.0,1,3,1,1.0,1,23155.0
57.0,1,3,18.0,3,1,3,5.0,1,5.0,1,6.0,0,5,0,2.0,2,24058.0
24.0,1,1,23.0,2,2,3,4.0,0,4.0,0,2.0,0,3,1,1.0,1,17127.0
35.0,0,3,26.0,3,2,4,2.0,1,3.0,3,2.0,1,1,0,1.0,2,23982.0
32.0,0,1,6.0,2,2,3,3.0,0,3.0,1,1.0,0,5,0,0.0,1,17314.0
42.0,0,2,11.0,2,2,3,6.0,1,4.0,1,7.0,0,5,0,2.0,2,25108.0
33.0,1,1,6.0,2,2,3,4.0,0,5.0,2,4.0,1,4,1,1.0,1,17799.0
36.0,1,1,23.0,2,2,4,4.0,3,3.0,0,6.0,1,2,0,2.0,3,26310.0
32.0,0,1,10.0,3,2,3,4.0,0,5.0,1,3.0,1,1,0,1.0,1,21743.0
33.0,1,3,15.0,3,2,3,2.0,1,3.0,0,3.0,0,5,0,1.0,2,24887.0
40.0,0,1,9.0,1,1,4,4.0,3,3.0,2,2.0,0,2,1,2.0,3,29616.0
29.0,1,1,22.0,2,2,3,4.0,0,3.0,1,3.0,0,4,1,2.0,1,20885.0
42.0,1,3,20.0,3,1,3,4.0,1,3.0,2,1.0,0,3,0,0.0,2,21244.0
27.0,0,1,13.0,2,2,4,2.0,0,3.0,1,2.0,0,4,1,2.0,1,21222.0
45.0,1,3,15.0,3,2,3,3.0,3,5.0,1,5.0,1,2,1,0.0,3,25761.0
27.0,1,1,10.0,3,2,3,2.0,0,3.0,1,3.0,0,5,1,2.0,1,23098.0
23.0,0,1,11.0,1,2,3,5.0,0,3.0,3,7.0,0,5,1,1.0,1,22572.0
30.0,1,1,30.0,2,2,3,4.0,0,3.0,2,2.0,0,3,1,1.0,1,20879.0
56.0,1,1,15.0,3,2,2,3.0,4,3.0,0,1.0,0,4,0,0.0,0,26103.0
36.0,1,1,8.0,3,2,3,3.0,0,3.0,2,5.0,0,5,1,1.0,1,17519.0
30.0,1,3,12.0,3,2,3,5.0,1,4.0,1,3.0,1,5,0,1.0,2,22865.0
38.0,1,1,28.0,2,2,4,2.0,0,5.0,1,3.0,1,3,1,1.0,1,22242.0
32.0,1,3,6.0,3,1,2,3.0,3,3.0,1,2.0,0,5,1,0.0,3,25422.0
58.0,0,3,8.0,3,2,2,3.0,4,4.0,1,5.0,0,4,1,0.0,0,17705.0
59.0,1,1,9.0,3,1,2,1.0,0,5.0,1,5.0,1,1,0,1.0,1,17670.0
42.0,1,1,21.0,2,2,3,4.0,0,3.0,1,6.0,0,4,1,2.0,1,21129.0
39.0,1,1,22.0,2,2,4,5.0,3,3.0,1,2.0,1,5,1,2.0,3,30188.0
28.0,1,1,24.0,1,2,3,4.0,0,4.0,1,2.0,1,4,0,1.0,1,21736.0
34.0,0,1,11.0,1,2,3,4.0,1,4.0,1,7.0,0,1,0,1.0,2,21733.0
56.0,1,1,15.0,3,1,3,4.0,4,3.0,1,4.0,1,3,1,2.0,0,32126.0
50.0,1,1,7.0,1,1,3,4.0,0,5.0,1,4.0,0,4,0,1.0,1,22258.0
32.0,0,3,14.0,3,0,2,3.0,3,3.0,3,2.0,0,4,1,1.0,3,23998.0
55.0,1,1,8.0,3,2,2,4.0,2,5.0,1,1.0,0,5,0,1.0,4,32126.0
42.0,1,1,19.0,2,2,3,4.0,0,3.0,1,5.0,1,3,1,1.0,1,23444.0
36.0,1,3,8.0,2,2,3,3.0,0,3.0,2,4.0,1,3,0,0.0,1,17644.0
24.0,0,1,10.0,2,2,2,4.0,0,3.0,1,1.0,0,3,0,1.0,1,18162.0
34.0,1,3,13.0,1,2,2,3.0,0,3.0,1,1.0,1,1,0,1.0,1,17308.0
59.0,1,1,14.0,3,1,3,5.0,3,5.0,0,2.0,1,4,1,1.0,3,28686.0
28.0,1,1,6.0,2,2,3,4.0,0,3.0,1,2.0,0,4,0,1.0,1,16563.0
35.0,1,1,17.0,2,2,3,4.0,0,4.0,1,3.0,0,1,1,2.0,1,20686.0
31.0,0,1,9.0,1,0,4,5.0,0,5.0,3,2.0,0,3,0,2.0,1,23646.0
35.0,0,1,24.0,2,2,3,3.0,1,3.0,1,2.0,1,3,1,0.0,2,20689.0
57.0,1,1,31.0,2,2,4,4.0,0,3.0,2,3.0,0,3,0,1.0,1,21265.0
29.0,0,3,6.0,3,1,2,3.0,3,3.0,1,2.0,0,3,1,1.0,3,22918.0
40.0,1,1,20.0,3,2,2,4.0,2,3.0,2,2.0,0,3,1,1.0,4,32126.0
40.0,1,1,26.0,1,2,3,3.0,3,3.0,1,5.0,0,3,1,1.0,3,25322.0
45.0,1,1,36.0,2,2,3,4.0,1,3.0,3,3.0,0,5,1,2.0,2,23219.0
34.0,1,3,6.0,3,2,3,1.0,1,3.0,1,1.0,0,5,0,1.0,2,24725.0
55.0,1,3,9.0,2,1,3,5.0,3,3.0,0,7.0,0,5,1,1.0,3,29364.0
29.0,1,2,23.0,2,2,2,4.0,3,5.0,3,2.0,0,3,0,0.0,3,22988.0
27.0,0,1,18.0,3,2,3,4.0,1,5.0,0,3.0,1,3,1,2.0,2,23419.0
35.0,1,3,9.0,3,1,3,4.0,1,5.0,3,2.0,1,3,1,1.0,2,23216.0
29.0,1,1,16.0,3,2,4,4.0,0,3.0,1,3.0,0,1,1,1.0,1,20748.0
52.0,1,3,31.0,3,1,3,5.0,1,4.0,3,2.0,1,5,1,2.0,2,21516.0
51.0,1,3,27.0,3,2,3,3.0,1,3.0,2,1.0,1,5,0,2.0,2,20441.0
27.0,0,3,26.0,2,0,2,3.0,1,3.0,3,2.0,0,1,1,1.0,2,24981.0
29.0,1,1,6.0,2,1,2,4.0,0,5.0,0,2.0,1,2,0,0.0,1,17319.0
30.0,1,1,7.0,2,1,4,4.0,0,3.0,1,3.0,0,2,0,3.0,1,22438.0
28.0,1,3,16.0,3,2,3,3.0,0,4.0,1,2.0,0,5,0,2.0,1,16052.0
39.0,1,1,6.0,2,1,3,4.0,4,3.0,1,2.0,0,3,1,0.0,0,27742.0
29.0,1,2,15.0,3,2,4,5.0,0,3.0,1,3.0,0,1,1,1.0,1,23614.0
28.0,0,2,29.0,2,1,3,5.0,0,4.0,1,3.0,0,1,1,1.0,1,21541.0
35.0,0,1,9.0,2,2,3,5.0,1,3.0,1,3.0,0,4,0,2.0,2,28225.0
23.0,1,1,32.0,2,2,2,3.0,0,3.0,1,2.0,0,2,1,1.0,1,17904.0
20.0,1,1,16.0,3,2,2,3.0,0,3.0,2,2.0,1,5,1,1.0,1,16009.0
40.0,0,1,15.0,2,1,3,4.0,0,3.0,0,3.0,0,2,0,1.0,1,22433.0
39.0,1,3,17.0,3,2,4,5.0,3,3.0,1,2.0,1,3,1,2.0,3,27418.0
30.0,1,1,34.0,3,1,4,4.0,1,3.0,0,6.0,0,2,1,1.0,2,23013.0
24.0,1,1,24.0,2,2,2,3.0,0,3.0,1,1.0,0,4,0,0.0,1,17774.0
31.0,1,1,23.0,2,2,3,2.0,1,3.0,1,5.0,0,1,1,1.0,2,23972.0
32.0,0,1,10.0,2,1,3,4.0,0,3.0,3,3.0,0,4,1,2.0,1,22762.0
31.0,1,3,17.0,3,2,4,5.0,1,3.0,0,3.0,0,2,1,1.0,2,25256.0
36.0,1,3,6.0,2,1,3,3.0,1,3.0,3,7.0,0,1,1,1.0,2,21815.0
37.0,1,1,33.0,2,2,4,4.0,1,3.0,1,7.0,0,3,1,1.0,2,24025.0
43.0,1,1,24.0,2,0,3,3.0,1,5.0,3,5.0,1,2,0,1.0,2,25223.0
38.0,1,1,31.0,2,1,2,4.0,3,4.0,0,4.0,0,3,1,0.0,3,27061.0
30.0,1,1,16.0,2,2,4,2.0,0,3.0,1,7.0,0,5,1,1.0,1,21129.0
30.0,1,1,15.0,3,2,4,5.0,1,3.0,1,3.0,1,3,1,2.0,2,23734.0
59.0,1,1,30.0,3,1,4,4.0,3,3.0,0,3.0,0,3,1,1.0,3,28990.0
37.0,1,1,13.0,2,2,3,4.0,0,3.0,0,2.0,0,5,1,2.0,1,21888.0
33.0,0,1,22.0,3,1,3,4.0,1,3.0,1,7.0,0,3,0,2.0,2,25345.0
37.0,1,3,6.0,2,2,2,4.0,3,3.0,0,6.0,0,2,1,1.0,3,25609.0
45.0,1,1,27.0,2,2,3,4.0,0,4.0,3,3.0,0,5,1,2.0,1,22098.0
49.0,1,3,9.0,3,1,3,4.0,1,3.0,0,4.0,0,5,1,1.0,2,22729.0
39.0,0,1,9.0,3,1,4,5.0,0,4.0,1,6.0,0,3,0,1.0,1,21146.0
43.0,0,1,17.0,1,2,3,4.0,0,3.0,1,5.0,0,4,1,1.0,1,21614.0
39.0,0,1,8.0,2,2,2,3.0,4,3.0,1,1.0,0,3,1,0.0,0,27169.0
29.0,1,1,26.0,3,2,4,5.0,0,5.0,1,3.0,0,3,1,2.0,1,21874.0
40.0,1,1,8.0,3,1,2,4.0,0,3.0,2,1.0,1,3,1,1.0,1,17342.0
30.0,1,1,14.0,2,1,3,1.0,3,5.0,1,1.0,1,1,0,2.0,3,26416.0
34.0,1,1,8.0,2,2,2,4.0,1,5.0,0,7.0,0,4,0,1.0,2,20957.0
44.0,1,3,34.0,3,1,2,1.0,4,3.0,1,4.0,1,1,1,0.0,0,28320.0
41.0,1,1,26.0,3,2,3,4.0,1,3.0,0,2.0,1,2,1,2.0,2,21419.0
31.0,1,1,16.0,3,2,3,5.0,0,3.0,2,3.0,0,4,1,2.0,1,20884.0
43.0,1,1,12.0,2,2,2,4.0,4,3.0,1,5.0,1,3,1,0.0,0,31627.0
44.0,1,1,10.0,3,2,2,3.0,1,4.0,2,1.0,0,1,1,1.0,2,20933.0
33.0,1,1,14.0,2,2,4,4.0,1,3.0,0,3.0,0,3,1,2.0,2,23561.0
27.0,1,1,23.0,1,2,2,3.0,0,4.0,1,1.0,1,4,0,0.0,1,18058.0
26.0,0,1,6.0,3,1,3,4.0,0,3.0,1,2.0,0,1,0,0.0,1,17007.0
29.0,1,1,24.0,3,2,2,4.0,0,3.0,2,2.0,1,3,0,1.0,1,17389.0
32.0,1,3,36.0,3,1,4,5.0,1,3.0,1,3.0,0,3,1,1.0,2,24146.0
36.0,1,1,32.0,2,2,3,5.0,1,3.0,3,6.0,0,1,1,1.0,2,22359.0
47.0,0,3,33.0,2,1,3,1.0,1,3.0,3,5.0,1,4,0,1.0,2,21397.0
34.0,1,2,9.0,2,2,4,4.0,0,3.0,1,3.0,0,1,1,3.0,1,22278.0
30.0,1,1,8.0,3,1,2,4.0,1,3.0,3,6.0,1,2,1,1.0,2,21877.0
32.0,1,1,11.0,3,1,4,2.0,0,3.0,1,2.0,0,5,1,3.0,1,22656.0
45.0,0,1,6.0,3,2,2,3.0,1,3.0,2,5.0,0,1,1,1.0,2,20399.0
34.0,1,3,14.0,1,2,3,1.0,1,3.0,1,2.0,0,1,0,2.0,2,21799.0
25.0,1,1,31.0,3,2,3,4.0,0,4.0,3,2.0,0,5,1,1.0,1,22275.0
44.0,0,1,28.0,3,2,4,4.0,0,3.0,0,2.0,0,4,0,3.0,1,20936.0
29.0,1,1,27.0,2,1,2,1.0,3,5.0,1,2.0,0,5,1,1.0,3,24980.0
30.0,1,1,22.0,2,2,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,17862.0
29.0,1,2,15.0,3,2,4,5.0,0,3.0,1,3.0,0,2,0,2.0,1,23614.0
28.0,0,1,6.0,3,2,2,3.0,0,3.0,2,1.0,1,4,0,0.0,1,17154.0
41.0,1,2,16.0,2,2,3,4.0,2,3.0,1,4.0,0,1,1,1.0,4,32126.0
39.0,0,1,30.0,2,2,3,5.0,3,3.0,3,2.0,0,3,1,1.0,3,28204.0
28.0,1,3,9.0,3,1,3,3.0,0,4.0,1,2.0,0,1,1,0.0,1,17856.0
35.0,1,1,8.0,2,1,3,3.0,0,5.0,1,2.0,1,1,1,1.0,1,17074.0
36.0,0,1,11.0,2,2,3,4.0,1,3.0,3,3.0,1,1,1,2.0,2,22927.0
42.0,1,1,16.0,2,2,4,4.0,0,5.0,1,4.0,0,1,0,1.0,1,20916.0
34.0,1,1,6.0,2,2,2,3.0,0,3.0,0,2.0,0,3,1,0.0,1,17691.0
59.0,1,3,31.0,2,1,4,3.0,3,5.0,3,1.0,0,3,1,1.0,3,22637.0
47.0,0,1,7.0,3,2,3,5.0,3,5.0,0,4.0,1,2,1,2.0,3,29351.0
29.0,0,3,26.0,1,1,2,3.0,0,3.0,1,2.0,0,3,0,1.0,1,17157.0
45.0,1,1,7.0,2,2,4,2.0,1,5.0,1,4.0,0,3,1,3.0,2,23711.0
34.0,1,1,6.0,2,2,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17691.0
32.0,1,1,16.0,2,2,3,4.0,3,4.0,1,3.0,0,3,0,1.0,3,29326.0
47.0,0,3,9.0,3,1,2,3.0,4,3.0,1,1.0,1,5,1,0.0,0,28770.0
30.0,1,1,28.0,2,1,3,3.0,3,5.0,1,3.0,0,5,1,2.0,3,28658.0
32.0,1,1,14.0,3,1,3,4.0,1,5.0,1,3.0,0,1,1,1.0,2,22984.0
29.0,1,1,15.0,3,1,2,3.0,0,3.0,1,1.0,0,5,1,1.0,1,17974.0
39.0,1,3,10.0,2,2,3,4.0,1,3.0,3,2.0,1,3,1,1.0,2,25539.0
33.0,1,1,9.0,2,2,4,4.0,0,4.0,2,3.0,0,3,1,2.0,1,20071.0
32.0,0,1,11.0,2,1,2,1.0,0,3.0,2,4.0,1,1,0,1.0,1,17432.0
39.0,1,3,9.0,2,1,3,4.0,1,5.0,1,5.0,0,4,0,2.0,2,25571.0
19.0,1,3,27.0,2,2,2,4.0,0,4.0,2,2.0,1,1,1,1.0,1,17121.0
32.0,1,1,8.0,3,1,3,3.0,0,4.0,1,2.0,0,4,0,1.0,1,17370.0
29.0,1,1,12.0,1,2,3,4.0,0,3.0,3,3.0,1,2,1,1.0,1,22119.0
24.0,0,3,19.0,2,1,3,3.0,0,4.0,0,2.0,0,1,0,0.0,1,17033.0
45.0,1,2,30.0,3,2,2,3.0,0,4.0,2,2.0,0,4,0,0.0,1,17177.0
37.0,1,1,13.0,3,2,3,4.0,1,4.0,1,7.0,0,4,0,2.0,2,23619.0
25.0,1,3,34.0,2,2,2,4.0,1,3.0,0,3.0,0,4,0,0.0,2,23639.0
37.0,0,1,17.0,2,2,2,3.0,3,3.0,1,2.0,1,3,1,1.0,3,27185.0
38.0,1,1,35.0,3,2,3,3.0,1,5.0,1,1.0,1,3,1,2.0,2,21673.0
40.0,1,2,9.0,2,1,3,5.0,1,3.0,1,2.0,0,3,1,1.0,2,23882.0
41.0,1,3,29.0,3,2,4,5.0,1,3.0,1,4.0,1,3,1,1.0,2,25058.0
54.0,1,1,11.0,3,2,2,3.0,2,5.0,0,5.0,0,4,1,0.0,4,32126.0
40.0,1,2,24.0,2,2,2,1.0,0,5.0,1,1.0,0,1,1,1.0,1,17387.0
27.0,1,1,11.0,1,2,2,4.0,3,3.0,1,2.0,1,3,1,1.0,3,27808.0
43.0,1,1,7.0,2,1,4,4.0,0,5.0,1,5.0,0,3,0,3.0,1,21254.0
31.0,1,3,12.0,3,2,3,1.0,1,3.0,1,5.0,0,5,1,1.0,2,20460.0
41.0,1,1,8.0,2,1,2,5.0,0,3.0,1,5.0,1,3,0,1.0,1,17778.0
36.0,0,3,6.0,2,2,4,4.0,3,5.0,1,3.0,0,4,0,1.0,3,27747.0
27.0,0,1,7.0,2,1,4,6.0,0,3.0,1,5.0,0,4,1,3.0,1,23042.0
32.0,1,1,15.0,2,1,4,4.0,1,3.0,3,3.0,0,5,1,3.0,2,23102.0
60.0,1,1,10.0,2,2,4,5.0,0,3.0,0,5.0,0,3,0,2.0,1,20855.0
35.0,1,3,22.0,3,2,3,3.0,3,4.0,1,1.0,0,1,1,1.0,3,23020.0
34.0,1,1,28.0,3,2,4,2.0,0,4.0,1,3.0,0,1,1,2.0,1,20706.0
37.0,1,1,12.0,3,2,2,2.0,1,5.0,1,5.0,1,3,1,1.0,2,20974.0
43.0,1,1,13.0,3,2,3,4.0,3,5.0,1,2.0,0,3,1,1.0,3,32026.0
38.0,1,3,6.0,2,2,2,4.0,0,5.0,2,5.0,0,3,0,1.0,1,17858.0
32.0,0,1,10.0,3,2,4,4.0,3,3.0,1,2.0,0,4,1,1.0,3,32126.0
32.0,0,3,14.0,3,0,2,3.0,3,3.0,3,2.0,0,4,1,1.0,3,23998.0
27.0,1,3,15.0,1,2,3,5.0,1,5.0,3,7.0,0,3,0,1.0,2,24004.0
41.0,1,3,9.0,3,1,3,4.0,1,4.0,1,2.0,0,1,0,1.0,2,24393.0
37.0,1,1,11.0,3,2,3,3.0,1,3.0,1,1.0,0,3,1,2.0,2,21347.0
32.0,1,3,14.0,1,2,4,2.0,1,3.0,1,6.0,0,1,1,2.0,2,25607.0
30.0,1,1,22.0,2,1,3,5.0,1,3.0,3,2.0,1,1,1,2.0,2,22871.0
45.0,0,3,7.0,3,1,4,4.0,1,3.0,0,2.0,0,4,1,2.0,2,23446.0
40.0,1,1,13.0,3,2,4,4.0,0,5.0,1,2.0,1,1,1,2.0,1,21082.0
44.0,1,1,29.0,3,2,3,3.0,0,5.0,2,1.0,0,3,0,2.0,1,32126.0
30.0,1,1,22.0,2,1,4,6.0,0,3.0,0,2.0,1,5,1,1.0,1,20846.0
35.0,1,1,13.0,2,1,3,4.0,1,3.0,3,3.0,0,3,1,1.0,2,23487.0
29.0,1,1,19.0,2,1,4,4.0,0,3.0,0,3.0,1,4,1,1.0,1,21193.0
32.0,1,1,31.0,2,2,2,3.0,0,3.0,2,2.0,1,5,1,0.0,1,17795.0
46.0,1,1,13.0,2,2,3,4.0,3,5.0,1,6.0,1,3,1,2.0,3,31923.0
38.0,1,1,17.0,3,1,4,4.0,0,5.0,1,7.0,0,1,1,3.0,1,22130.0
38.0,1,1,17.0,2,2,4,3.0,0,3.0,3,5.0,0,4,1,2.0,1,23358.0
46.0,1,3,6.0,2,2,2,1.0,4,5.0,2,2.0,0,4,1,1.0,0,32126.0
32.0,0,1,7.0,2,1,4,4.0,1,5.0,1,3.0,0,5,1,1.0,2,22826.0
30.0,0,1,9.0,2,2,3,4.0,1,3.0,1,3.0,0,3,0,1.0,2,27531.0
45.0,1,2,7.0,3,2,4,5.0,3,5.0,1,2.0,0,4,1,1.0,3,29160.0
35.0,1,1,6.0,2,1,3,5.0,0,3.0,1,2.0,0,3,0,1.0,1,17977.0
40.0,1,1,17.0,3,2,4,4.0,3,3.0,2,2.0,0,3,1,1.0,3,32126.0
45.0,0,1,24.0,2,2,4,6.0,0,3.0,2,4.0,0,4,1,2.0,1,20968.0
30.0,1,3,11.0,2,1,2,3.0,3,3.0,0,3.0,0,4,1,1.0,3,24419.0
35.0,1,1,22.0,3,2,2,1.0,0,4.0,1,1.0,0,4,1,1.0,1,17426.0
40.0,0,1,22.0,3,2,2,4.0,1,3.0,2,7.0,0,5,0,0.0,2,20094.0
41.0,0,1,23.0,3,2,3,5.0,1,3.0,3,7.0,0,5,0,1.0,2,23772.0
34.0,1,3,16.0,3,0,4,4.0,1,5.0,3,2.0,1,3,0,1.0,2,26902.0
36.0,0,1,24.0,2,2,3,3.0,1,3.0,3,3.0,0,3,1,0.0,2,22779.0
32.0,0,1,27.0,2,2,4,4.0,3,3.0,0,5.0,0,3,1,1.0,3,28502.0
32.0,1,1,8.0,3,1,3,3.0,0,4.0,0,2.0,0,4,0,0.0,1,17370.0
28.0,1,1,13.0,3,1,4,5.0,0,3.0,1,2.0,0,1,0,2.0,1,20865.0
23.0,1,1,9.0,1,2,4,4.0,0,3.0,1,2.0,0,5,1,1.0,1,21201.0
36.0,0,3,18.0,3,2,3,4.0,1,3.0,1,3.0,0,5,1,2.0,2,23646.0
24.0,1,3,9.0,1,2,4,4.0,0,5.0,1,5.0,0,3,1,2.0,1,21000.0
41.0,1,3,6.0,3,2,2,1.0,3,5.0,1,2.0,0,3,1,1.0,3,23392.0
48.0,0,1,36.0,2,2,3,4.0,3,4.0,1,3.0,1,3,1,1.0,3,30527.0
34.0,1,3,23.0,3,0,4,4.0,1,5.0,3,7.0,0,3,1,1.0,2,24002.0
52.0,1,1,11.0,2,2,3,4.0,0,3.0,0,2.0,1,2,1,2.0,1,21139.0
31.0,1,3,9.0,1,2,4,4.0,0,4.0,0,3.0,0,3,1,3.0,1,21154.0
41.0,0,3,16.0,2,2,2,3.0,1,3.0,2,1.0,0,1,0,1.0,2,21230.0
36.0,1,2,15.0,1,2,4,4.0,0,3.0,3,3.0,0,5,0,2.0,1,23001.0
59.0,1,3,6.0,1,2,3,3.0,3,3.0,0,4.0,1,2,0,1.0,3,26904.0
39.0,0,1,31.0,2,2,3,3.0,3,3.0,0,4.0,0,1,0,0.0,3,25920.0
47.0,0,1,35.0,2,2,2,3.0,3,4.0,1,2.0,1,3,1,0.0,3,26849.0
34.0,0,1,28.0,2,2,2,4.0,1,3.0,1,2.0,1,1,1,0.0,2,20747.0
34.0,1,1,15.0,2,2,2,3.0,3,3.0,1,1.0,0,5,1,1.0,3,23500.0
31.0,0,1,15.0,3,2,2,4.0,0,5.0,2,1.0,1,3,0,1.0,1,17321.0
45.0,0,1,30.0,3,2,4,4.0,1,4.0,1,6.0,0,3,0,2.0,2,20720.0
32.0,1,1,19.0,3,1,4,4.0,0,3.0,0,2.0,1,4,1,3.0,1,22607.0
41.0,1,1,9.0,2,2,3,5.0,0,3.0,3,4.0,0,5,0,2.0,1,21487.0
31.0,0,3,13.0,3,1,3,3.0,3,5.0,1,3.0,0,1,1,2.0,3,24637.0
34.0,1,3,12.0,3,1,3,4.0,0,3.0,3,3.0,1,2,1,1.0,1,21529.0
26.0,0,1,11.0,3,1,2,4.0,0,3.0,0,2.0,1,2,0,1.0,1,17366.0
30.0,1,1,34.0,3,1,3,3.0,1,3.0,0,2.0,0,3,0,2.0,2,20775.0
38.0,1,3,9.0,2,2,3,3.0,3,3.0,1,1.0,0,1,1,1.0,3,25609.0
36.0,1,1,33.0,3,2,3,3.0,1,3.0,1,7.0,0,3,0,0.0,2,20237.0
34.0,1,1,6.0,2,1,3,1.0,0,3.0,2,3.0,0,2,0,0.0,1,18280.0
41.0,1,3,17.0,3,2,4,5.0,3,4.0,1,4.0,0,4,1,2.0,3,28383.0
39.0,1,2,9.0,2,1,2,2.0,1,4.0,0,1.0,0,2,1,0.0,2,21389.0
44.0,1,1,13.0,3,1,2,4.0,3,3.0,0,4.0,0,4,1,0.0,3,25248.0
35.0,1,3,23.0,2,2,3,3.0,1,5.0,1,4.0,1,3,0,2.0,2,23966.0
43.0,0,1,15.0,3,2,3,3.0,1,3.0,1,4.0,1,3,1,0.0,2,20679.0
41.0,0,1,7.0,2,2,4,5.0,4,4.0,0,3.0,0,2,1,3.0,0,32126.0
61.0,1,3,23.0,3,2,3,4.0,1,5.0,3,2.0,0,4,1,2.0,2,24083.0
56.0,1,1,9.0,1,2,4,5.0,0,3.0,1,2.0,0,5,0,1.0,1,21340.0
34.0,1,1,7.0,2,0,3,5.0,1,3.0,3,2.0,0,4,0,1.0,2,25627.0
30.0,0,1,7.0,2,2,4,6.0,0,3.0,1,3.0,0,1,0,3.0,1,21398.0
28.0,1,1,16.0,3,1,5,4.0,0,4.0,2,3.0,0,3,0,2.0,1,20957.0
32.0,1,1,16.0,3,2,1,3.0,3,3.0,3,3.0,0,1,0,0.0,3,26244.0
56.0,1,1,29.0,2,2,3,3.0,4,4.0,0,5.0,1,4,1,2.0,0,28402.0
25.0,0,1,8.0,2,2,3,1.0,1,3.0,1,2.0,0,1,0,1.0,2,20206.0
43.0,0,3,21.0,2,2,2,4.0,1,3.0,0,4.0,0,5,0,1.0,2,21804.0
34.0,0,1,9.0,2,2,2,4.0,0,3.0,1,4.0,0,1,0,0.0,1,17979.0
31.0,0,3,19.0,2,2,4,5.0,0,5.0,1,3.0,0,5,1,3.0,1,20711.0
23.0,1,1,6.0,2,2,2,3.0,0,3.0,0,2.0,0,4,0,1.0,1,16223.0
42.0,0,1,25.0,3,2,2,1.0,0,3.0,1,7.0,1,3,0,0.0,1,17759.0
37.0,1,1,17.0,1,1,4,4.0,3,3.0,0,5.0,0,3,0,3.0,3,25772.0
35.0,1,1,6.0,2,1,2,1.0,0,3.0,2,4.0,0,3,0,0.0,1,17506.0
40.0,0,3,11.0,2,2,2,4.0,3,5.0,0,6.0,1,5,0,1.0,3,25475.0
53.0,1,1,13.0,1,2,4,4.0,1,5.0,1,5.0,1,4,1,2.0,2,24255.0
31.0,1,1,7.0,3,2,4,4.0,0,4.0,0,2.0,1,4,1,3.0,1,22257.0
24.0,1,1,11.0,3,2,3,3.0,0,5.0,0,4.0,0,4,0,2.0,1,21497.0
27.0,0,1,9.0,3,2,3,4.0,0,3.0,1,2.0,1,2,0,2.0,1,17566.0
37.0,1,1,16.0,3,2,3,5.0,1,4.0,1,4.0,1,4,0,2.0,2,27525.0
30.0,0,3,7.0,3,1,3,4.0,3,3.0,1,3.0,0,3,1,2.0,3,26596.0
45.0,1,3,8.0,3,1,3,5.0,2,4.0,2,3.0,1,5,0,2.0,4,32126.0
36.0,1,3,24.0,2,2,4,4.0,1,5.0,0,5.0,1,3,1,2.0,2,27644.0
34.0,1,1,6.0,2,1,2,4.0,0,4.0,0,6.0,0,1,1,1.0,1,18294.0
32.0,1,3,13.0,2,2,4,6.0,1,3.0,1,6.0,1,3,0,3.0,2,24850.0
36.0,1,3,14.0,2,1,3,4.0,1,3.0,1,3.0,1,4,1,2.0,2,23882.0
40.0,1,3,28.0,3,2,3,4.0,1,3.0,0,3.0,1,3,1,1.0,2,21380.0
31.0,1,1,13.0,2,2,2,3.0,1,3.0,1,4.0,0,3,1,0.0,2,20915.0
58.0,0,1,21.0,2,2,2,3.0,4,3.0,1,3.0,1,1,1,0.0,0,30787.0
36.0,0,3,7.0,3,0,4,4.0,3,3.0,3,3.0,0,5,1,1.0,3,27467.0
31.0,1,1,17.0,2,2,2,3.0,0,3.0,1,4.0,1,3,0,0.0,1,17356.0
36.0,1,1,7.0,3,1,3,5.0,1,3.0,0,2.0,0,1,1,2.0,2,24041.0
45.0,1,1,31.0,2,1,3,4.0,1,3.0,1,1.0,0,4,0,0.0,2,20906.0
28.0,1,1,21.0,2,2,3,4.0,0,5.0,1,3.0,1,4,1,1.0,1,20913.0
47.0,0,1,22.0,3,2,3,1.0,1,3.0,1,2.0,1,1,1,0.0,2,20067.0
27.0,1,1,13.0,3,1,2,4.0,1,5.0,3,1.0,0,3,1,0.0,2,21811.0
52.0,1,3,28.0,3,2,4,4.0,1,3.0,3,2.0,1,5,1,2.0,2,24119.0
28.0,1,1,14.0,3,0,3,5.0,1,5.0,3,2.0,0,3,1,1.0,2,25489.0
34.0,1,1,12.0,3,2,2,3.0,0,5.0,2,3.0,0,2,1,1.0,1,17960.0
47.0,0,3,12.0,3,2,4,4.0,1,3.0,3,6.0,1,5,1,2.0,2,24450.0
44.0,0,1,34.0,2,1,3,4.0,3,5.0,1,2.0,0,4,1,1.0,3,29498.0
