Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
36.0,0,1,17.0,2,2,3,4.0,1,4.0,3,2.0,0,4,1,1.0,2,21499.0
22.0,0,1,17.0,2,1,3,5.0,0,3.0,3,3.0,0,4,1,1.0,1,21303.0
22.0,1,1,7.0,1,1,4,5.0,0,4.0,2,3.0,1,5,0,3.0,1,20748.0
50.0,0,1,28.0,3,2,2,5.0,4,3.0,2,2.0,1,1,1,1.0,0,29411.0
37.0,0,1,15.0,2,1,4,2.0,3,5.0,1,2.0,0,3,0,2.0,3,30391.0
28.0,1,1,7.0,1,2,3,4.0,0,5.0,2,7.0,0,3,1,1.0,1,17080.0
27.0,1,1,28.0,3,2,3,4.0,0,3.0,1,3.0,0,5,1,1.0,1,21055.0
44.0,0,1,30.0,2,2,2,3.0,0,3.0,1,4.0,1,5,0,1.0,1,18161.0
35.0,1,3,6.0,3,2,3,3.0,3,4.0,1,2.0,0,4,0,0.0,3,22295.0
30.0,1,1,26.0,2,2,2,3.0,1,5.0,0,1.0,0,4,1,0.0,2,24957.0
43.0,0,1,16.0,2,1,2,4.0,1,3.0,1,2.0,0,3,0,0.0,2,20257.0
36.0,0,1,24.0,3,1,3,3.0,0,3.0,2,2.0,0,3,1,2.0,1,17153.0
30.0,1,1,7.0,1,2,4,5.0,0,5.0,2,7.0,0,3,0,3.0,1,21040.0
38.0,0,3,8.0,2,2,2,4.0,1,3.0,0,4.0,0,5,1,1.0,2,20249.0
43.0,1,1,16.0,2,2,4,5.0,2,3.0,2,2.0,0,1,1,2.0,4,32126.0
38.0,1,1,7.0,2,1,4,4.0,1,4.0,0,7.0,0,2,1,2.0,2,25125.0
43.0,0,3,8.0,2,2,3,3.0,1,3.0,1,2.0,0,3,1,2.0,2,20675.0
35.0,1,3,10.0,3,1,4,5.0,1,3.0,1,5.0,1,3,0,1.0,2,26781.0
60.0,1,3,22.0,3,2,2,3.0,1,5.0,2,1.0,0,4,1,0.0,2,20405.0
32.0,1,3,14.0,1,2,4,3.0,1,3.0,0,6.0,0,2,1,1.0,2,25607.0
50.0,0,1,8.0,2,2,3,3.0,4,5.0,1,2.0,0,5,1,2.0,0,32126.0
20.0,1,2,9.0,1,2,3,5.0,0,3.0,2,3.0,0,3,0,1.0,1,21242.0
39.0,1,1,9.0,2,2,3,4.0,0,3.0,3,7.0,1,4,0,2.0,1,22622.0
37.0,1,1,7.0,2,1,2,4.0,1,3.0,1,2.0,0,1,0,0.0,2,21474.0
31.0,0,1,7.0,2,2,3,5.0,3,3.0,3,3.0,0,5,1,2.0,3,27152.0
56.0,1,3,33.0,3,2,3,5.0,2,3.0,1,3.0,0,3,1,2.0,4,32126.0
30.0,0,1,17.0,2,0,3,5.0,0,3.0,3,3.0,0,4,1,1.0,1,25301.0
59.0,0,1,9.0,2,2,3,5.0,0,3.0,1,2.0,1,2,0,1.0,1,21058.0
31.0,0,3,8.0,2,1,2,4.0,0,3.0,2,1.0,0,5,0,1.0,1,17785.0
38.0,0,1,9.0,2,2,4,5.0,1,3.0,1,7.0,0,1,1,3.0,2,23841.0
34.0,0,3,29.0,3,2,4,4.0,1,4.0,1,2.0,0,1,0,1.0,2,24824.0
53.0,1,1,29.0,2,1,3,3.0,4,3.0,2,7.0,0,5,1,1.0,0,29275.0
25.0,0,3,20.0,2,1,4,4.0,0,4.0,0,3.0,0,1,0,1.0,1,20711.0
45.0,1,2,7.0,2,0,3,5.0,1,3.0,3,6.0,0,5,1,2.0,2,24663.0
47.0,1,1,11.0,2,2,2,3.0,2,3.0,1,5.0,0,1,1,0.0,4,32126.0
44.0,1,1,8.0,2,1,3,1.0,3,3.0,1,2.0,1,4,1,0.0,3,22879.0
32.0,1,1,10.0,2,1,3,4.0,1,3.0,0,2.0,0,4,1,0.0,2,21162.0
21.0,0,3,16.0,3,1,3,4.0,0,3.0,2,3.0,1,4,0,1.0,1,21001.0
34.0,0,1,23.0,1,2,2,4.0,0,3.0,1,1.0,1,5,1,1.0,1,23500.0
45.0,1,3,17.0,2,1,2,3.0,4,3.0,0,4.0,0,4,1,1.0,0,32126.0
34.0,0,1,16.0,1,2,3,4.0,1,3.0,1,2.0,0,4,1,1.0,2,20063.0
24.0,1,3,14.0,2,2,3,4.0,0,3.0,1,3.0,1,1,1,1.0,1,20953.0
35.0,1,1,14.0,2,2,2,1.0,0,3.0,1,2.0,0,5,1,1.0,1,17269.0
28.0,1,1,24.0,2,1,3,4.0,0,3.0,2,3.0,1,5,1,1.0,1,21072.0
41.0,0,2,10.0,2,2,2,5.0,1,4.0,1,7.0,0,5,0,1.0,2,21430.0
50.0,0,3,18.0,3,0,3,3.0,3,3.0,3,5.0,0,5,1,2.0,3,24208.0
34.0,1,1,13.0,2,2,3,3.0,1,3.0,1,2.0,0,3,0,0.0,2,17585.0
28.0,1,3,9.0,3,0,3,2.0,1,3.0,3,2.0,0,1,0,2.0,2,25178.0
57.0,1,1,14.0,1,2,4,4.0,0,3.0,1,2.0,0,4,1,3.0,1,21017.0
38.0,1,3,10.0,2,2,3,4.0,3,3.0,3,4.0,0,3,0,1.0,3,26106.0
32.0,1,1,30.0,3,2,4,5.0,1,3.0,0,2.0,0,3,1,2.0,2,24260.0
34.0,0,3,15.0,2,1,3,5.0,0,3.0,2,2.0,0,1,0,2.0,1,21020.0
39.0,0,1,6.0,2,2,3,3.0,1,3.0,1,2.0,1,5,1,2.0,2,21472.0
39.0,0,1,9.0,2,2,3,4.0,0,3.0,1,3.0,1,5,1,1.0,1,20380.0
43.0,0,1,12.0,2,2,4,4.0,0,3.0,1,6.0,0,3,0,2.0,1,20771.0
52.0,1,1,16.0,2,2,4,4.0,0,3.0,1,5.0,0,3,1,1.0,1,20753.0
38.0,0,1,12.0,3,1,3,5.0,1,3.0,1,1.0,1,1,0,2.0,2,20329.0
43.0,1,1,18.0,2,2,2,4.0,4,4.0,1,2.0,0,3,0,1.0,0,29336.0
49.0,1,3,36.0,3,1,4,4.0,3,3.0,0,5.0,0,4,0,1.0,3,31182.0
51.0,1,3,27.0,3,2,3,3.0,1,3.0,2,1.0,1,5,1,1.0,2,20441.0
45.0,1,1,15.0,2,2,4,2.0,0,3.0,1,4.0,1,3,1,1.0,1,21496.0
25.0,1,3,19.0,3,2,2,3.0,0,3.0,0,2.0,0,3,1,0.0,1,17096.0
26.0,1,1,7.0,2,1,4,4.0,1,3.0,0,2.0,0,3,1,2.0,2,23576.0
33.0,1,1,14.0,2,2,3,3.0,1,3.0,3,3.0,1,3,0,2.0,2,21388.0
25.0,1,2,8.0,2,1,2,3.0,0,4.0,1,5.0,0,4,0,0.0,1,17187.0
33.0,1,3,20.0,2,2,4,4.0,1,3.0,1,4.0,0,1,0,3.0,2,23081.0
54.0,1,3,9.0,2,1,4,5.0,4,3.0,0,4.0,0,3,1,1.0,0,32126.0
35.0,1,2,32.0,2,0,2,3.0,3,3.0,3,2.0,1,1,1,0.0,3,23837.0
48.0,0,1,6.0,3,2,2,1.0,4,3.0,2,3.0,0,2,0,0.0,0,31885.0
30.0,1,1,25.0,3,2,3,5.0,0,3.0,2,3.0,1,3,0,1.0,1,21067.0
30.0,1,1,9.0,1,1,2,3.0,0,5.0,2,6.0,1,4,1,1.0,1,17657.0
23.0,1,1,9.0,1,2,4,4.0,0,3.0,0,2.0,0,5,1,3.0,1,21201.0
55.0,0,1,8.0,2,2,3,3.0,3,4.0,1,4.0,0,1,0,1.0,3,25976.0
30.0,1,3,17.0,3,2,3,4.0,0,4.0,1,3.0,0,1,1,1.0,1,20975.0
25.0,1,3,11.0,3,1,3,4.0,1,3.0,0,3.0,1,5,1,1.0,2,22840.0
26.0,1,1,29.0,2,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17886.0
35.0,0,1,9.0,2,2,2,4.0,0,3.0,0,2.0,0,2,1,1.0,1,16281.0
36.0,1,1,25.0,2,2,3,2.0,1,5.0,1,3.0,0,3,0,2.0,2,23886.0
29.0,1,1,34.0,2,1,3,3.0,0,3.0,1,5.0,0,5,0,1.0,1,17514.0
31.0,1,3,35.0,3,1,3,4.0,1,3.0,1,2.0,0,3,1,0.0,2,20468.0
39.0,1,1,12.0,3,2,3,3.0,0,5.0,1,1.0,1,1,1,1.0,1,17404.0
48.0,0,3,11.0,3,2,3,4.0,1,3.0,3,5.0,0,4,0,2.0,2,21654.0
34.0,1,1,15.0,3,0,2,4.0,3,4.0,3,2.0,0,1,1,0.0,3,23621.0
60.0,1,3,32.0,2,0,5,4.0,3,5.0,3,2.0,0,3,1,2.0,3,26315.0
43.0,0,1,16.0,2,1,2,3.0,0,3.0,2,1.0,0,5,0,1.0,1,17455.0
18.0,0,1,11.0,2,2,3,3.0,0,3.0,2,2.0,0,2,1,1.0,1,16051.0
44.0,1,2,6.0,2,1,2,4.0,1,3.0,2,5.0,0,5,1,1.0,2,20985.0
26.0,1,1,12.0,2,1,2,4.0,0,4.0,0,2.0,0,3,1,0.0,1,17368.0
31.0,1,1,29.0,2,1,3,4.0,0,3.0,0,6.0,1,2,0,2.0,1,20810.0
45.0,1,2,7.0,2,1,3,4.0,0,3.0,1,6.0,1,3,1,1.0,1,21873.0
40.0,1,1,6.0,2,2,2,3.0,0,3.0,1,1.0,0,1,0,0.0,1,17406.0
50.0,1,1,10.0,2,2,3,3.0,2,4.0,1,4.0,0,5,0,1.0,4,32126.0
28.0,1,1,13.0,2,2,3,5.0,0,3.0,0,3.0,0,2,1,2.0,1,21217.0
28.0,0,3,6.0,2,2,2,4.0,1,3.0,1,2.0,1,1,0,0.0,2,21834.0
38.0,1,1,6.0,2,1,2,3.0,0,5.0,2,4.0,0,1,0,1.0,1,17619.0
24.0,1,1,16.0,3,2,3,4.0,0,5.0,1,3.0,0,3,1,1.0,1,21178.0
29.0,1,1,31.0,2,2,3,5.0,0,3.0,2,7.0,1,1,0,1.0,1,20706.0
39.0,1,1,16.0,2,1,4,4.0,0,3.0,2,3.0,0,2,1,2.0,1,20966.0
40.0,1,1,13.0,3,2,4,4.0,0,5.0,0,2.0,1,2,1,2.0,1,21082.0
50.0,1,1,27.0,3,1,4,4.0,1,5.0,0,3.0,0,2,1,3.0,2,25245.0
35.0,0,1,31.0,2,1,3,3.0,0,4.0,1,2.0,1,3,1,1.0,1,17022.0
34.0,0,3,10.0,3,1,3,3.0,1,3.0,1,1.0,0,1,0,0.0,2,21538.0
37.0,1,1,7.0,2,1,3,4.0,1,4.0,1,2.0,0,5,1,2.0,2,23906.0
36.0,1,1,16.0,2,2,4,5.0,1,4.0,3,2.0,0,2,1,3.0,2,25218.0
47.0,0,1,25.0,3,1,3,4.0,3,3.0,1,7.0,0,3,0,2.0,3,29205.0
36.0,1,1,8.0,2,1,3,3.0,1,4.0,1,5.0,1,4,0,0.0,2,21962.0
33.0,1,1,7.0,2,2,4,4.0,0,5.0,3,3.0,0,2,0,3.0,1,21634.0
47.0,1,1,8.0,3,1,3,3.0,1,3.0,1,6.0,0,2,0,1.0,2,20070.0
31.0,1,3,13.0,1,2,3,2.0,1,3.0,0,5.0,0,2,1,0.0,2,21929.0
20.0,1,3,8.0,3,1,2,4.0,0,3.0,2,2.0,0,4,1,0.0,1,17044.0
43.0,1,3,19.0,3,2,4,4.0,1,3.0,1,5.0,1,1,0,1.0,2,23765.0
36.0,1,1,17.0,2,2,3,4.0,0,3.0,1,3.0,0,5,0,1.0,1,22595.0
33.0,0,1,23.0,2,1,4,6.0,0,5.0,3,3.0,1,4,1,3.0,1,22597.0
22.0,1,1,21.0,3,1,2,3.0,0,3.0,2,2.0,0,2,1,1.0,1,17871.0
31.0,1,1,15.0,2,1,4,2.0,3,5.0,1,2.0,1,1,0,3.0,3,30094.0
39.0,1,1,10.0,1,1,3,4.0,1,3.0,2,5.0,1,5,0,1.0,2,13926.0
28.0,1,1,27.0,3,2,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,17713.0
49.0,1,1,11.0,2,2,4,5.0,3,3.0,2,2.0,0,5,1,1.0,3,29677.0
28.0,1,1,13.0,2,2,3,5.0,0,3.0,1,3.0,0,1,1,2.0,1,21217.0
29.0,1,1,6.0,1,2,3,4.0,0,5.0,2,7.0,0,3,0,2.0,1,17362.0
47.0,0,1,7.0,3,2,3,5.0,3,5.0,1,4.0,1,1,1,2.0,3,29351.0
37.0,1,3,9.0,2,2,2,3.0,3,3.0,3,3.0,0,3,0,1.0,3,22428.0
54.0,1,1,28.0,3,1,3,3.0,4,3.0,1,4.0,0,1,1,1.0,0,32126.0
42.0,1,3,7.0,3,2,3,3.0,3,5.0,0,3.0,0,3,1,2.0,3,27070.0
38.0,0,1,8.0,2,1,3,1.0,1,5.0,2,7.0,1,2,1,2.0,2,20980.0
37.0,1,1,13.0,3,2,3,4.0,1,4.0,1,7.0,0,4,1,2.0,2,23619.0
36.0,1,1,32.0,1,2,4,5.0,3,4.0,1,5.0,0,3,1,2.0,3,29581.0
61.0,1,3,14.0,3,2,3,2.0,1,3.0,1,2.0,1,5,0,1.0,2,23898.0
32.0,1,1,8.0,3,2,2,3.0,1,4.0,1,1.0,0,4,0,1.0,2,20470.0
32.0,1,1,11.0,2,2,3,1.0,0,4.0,1,1.0,1,1,1,2.0,1,18298.0
21.0,1,3,9.0,3,1,3,4.0,0,3.0,3,3.0,0,4,0,1.0,1,21461.0
31.0,1,1,9.0,3,0,3,5.0,1,3.0,3,7.0,1,1,1,2.0,2,25555.0
30.0,1,1,30.0,2,2,3,2.0,0,3.0,0,3.0,0,2,1,2.0,1,21378.0
29.0,0,1,16.0,2,1,3,3.0,0,4.0,1,1.0,0,5,0,0.0,1,18291.0
32.0,1,1,9.0,3,1,3,3.0,1,5.0,0,2.0,0,2,1,1.0,2,21725.0
41.0,1,2,16.0,2,2,3,4.0,2,3.0,1,4.0,0,2,1,0.0,4,32126.0
55.0,1,1,26.0,1,2,2,3.0,1,3.0,0,4.0,1,2,1,1.0,2,20415.0
36.0,1,3,7.0,3,0,4,4.0,1,3.0,3,3.0,0,4,1,1.0,2,23537.0
35.0,0,3,30.0,3,2,4,4.0,1,3.0,3,2.0,0,5,0,2.0,2,23246.0
26.0,1,3,35.0,2,2,3,5.0,1,3.0,0,4.0,0,4,0,1.0,2,27317.0
25.0,1,1,13.0,3,2,3,4.0,0,3.0,1,2.0,0,1,0,2.0,1,17889.0
34.0,1,3,10.0,2,2,3,3.0,3,3.0,1,3.0,1,4,0,2.0,3,24713.0
52.0,1,1,14.0,3,2,3,5.0,1,3.0,1,4.0,0,3,1,2.0,2,24810.0
41.0,0,1,33.0,3,1,4,5.0,1,3.0,0,5.0,1,2,1,1.0,2,23100.0
35.0,1,1,15.0,3,2,2,3.0,1,3.0,2,2.0,0,4,0,1.0,2,20098.0
33.0,0,1,10.0,2,0,3,4.0,0,3.0,3,3.0,0,4,1,1.0,1,24887.0
29.0,1,3,16.0,3,2,2,4.0,1,3.0,2,1.0,0,4,1,0.0,2,20869.0
34.0,1,1,8.0,1,1,3,3.0,1,3.0,3,2.0,0,5,1,1.0,2,21687.0
24.0,1,1,27.0,2,2,4,4.0,1,3.0,2,2.0,0,4,1,3.0,2,20950.0
35.0,1,3,16.0,2,1,4,4.0,1,3.0,1,3.0,0,1,0,1.0,2,24392.0
32.0,1,1,15.0,2,1,4,4.0,1,3.0,3,3.0,0,5,0,2.0,2,23102.0
24.0,1,1,27.0,1,2,2,4.0,0,5.0,1,1.0,0,3,0,0.0,1,17296.0
25.0,0,1,14.0,2,1,3,4.0,0,3.0,0,3.0,1,4,0,1.0,1,21564.0
33.0,0,3,12.0,2,2,3,4.0,1,4.0,0,3.0,0,3,1,2.0,2,25202.0
46.0,0,1,6.0,3,2,2,4.0,3,5.0,1,3.0,1,1,1,1.0,3,25673.0
39.0,0,1,6.0,2,2,2,3.0,2,3.0,1,2.0,1,3,0,0.0,4,32126.0
30.0,1,2,24.0,2,2,3,5.0,3,5.0,3,3.0,0,3,0,1.0,3,26666.0
33.0,1,3,31.0,3,2,2,4.0,3,4.0,3,3.0,1,5,1,0.0,3,23380.0
29.0,0,1,23.0,3,2,3,4.0,0,3.0,2,3.0,0,3,0,1.0,1,20822.0
32.0,0,1,8.0,2,2,3,3.0,0,3.0,2,1.0,0,3,1,1.0,1,18068.0
33.0,1,1,13.0,2,2,3,4.0,0,3.0,3,5.0,0,1,0,2.0,1,21716.0
32.0,0,1,31.0,1,0,2,4.0,1,3.0,3,4.0,0,1,1,1.0,2,23916.0
31.0,1,1,10.0,1,1,3,4.0,0,5.0,3,7.0,1,4,1,2.0,1,21335.0
33.0,1,1,7.0,2,2,4,4.0,0,5.0,3,3.0,0,1,0,2.0,1,21634.0
53.0,1,1,11.0,2,1,2,3.0,2,3.0,1,5.0,0,4,1,0.0,4,32126.0
56.0,0,1,25.0,3,2,4,4.0,1,4.0,1,5.0,1,5,1,2.0,2,25063.0
51.0,0,3,8.0,3,2,2,3.0,3,4.0,0,3.0,0,4,0,0.0,3,25596.0
30.0,1,2,20.0,2,2,3,5.0,0,5.0,1,6.0,1,5,1,2.0,1,21013.0
35.0,1,1,14.0,3,2,3,4.0,0,3.0,3,3.0,0,1,0,2.0,1,21650.0
39.0,1,1,30.0,2,2,3,4.0,1,3.0,1,2.0,0,3,0,2.0,2,24423.0
31.0,0,1,7.0,3,1,3,4.0,1,3.0,3,3.0,0,3,1,1.0,2,22689.0
42.0,1,1,9.0,2,1,3,1.0,1,3.0,1,3.0,1,5,1,0.0,2,20231.0
33.0,1,1,17.0,3,2,2,4.0,3,3.0,2,4.0,0,1,0,1.0,3,29922.0
20.0,1,3,12.0,2,2,4,4.0,3,4.0,3,2.0,1,4,1,1.0,3,21672.0
38.0,0,1,16.0,3,2,3,3.0,0,3.0,0,1.0,0,5,0,2.0,1,17684.0
50.0,1,3,18.0,3,1,4,4.0,1,3.0,3,5.0,0,4,0,2.0,2,23185.0
52.0,0,3,13.0,3,1,3,3.0,0,3.0,1,3.0,1,4,1,2.0,1,23446.0
30.0,1,3,16.0,3,1,3,6.0,0,4.0,3,3.0,0,1,1,2.0,1,21438.0
29.0,1,1,31.0,1,1,3,4.0,0,4.0,1,6.0,0,3,1,2.0,1,17546.0
52.0,1,1,17.0,2,1,2,3.0,1,3.0,0,1.0,0,2,1,1.0,2,18149.0
40.0,1,1,22.0,2,1,2,3.0,3,3.0,3,7.0,1,4,1,0.0,3,22945.0
28.0,1,1,24.0,1,2,3,4.0,0,4.0,0,2.0,1,4,1,1.0,1,21736.0
41.0,1,1,21.0,3,2,3,5.0,2,3.0,2,3.0,0,3,1,2.0,4,32126.0
35.0,0,1,8.0,3,2,4,5.0,1,5.0,3,2.0,0,1,0,1.0,2,24021.0
33.0,1,1,10.0,3,1,4,4.0,1,5.0,1,3.0,0,1,1,1.0,2,25403.0
33.0,1,1,16.0,2,1,4,4.0,1,3.0,1,3.0,1,5,1,3.0,2,25000.0
45.0,1,1,16.0,2,2,3,3.0,0,3.0,0,4.0,0,5,1,0.0,1,17654.0
44.0,1,1,34.0,2,2,2,3.0,4,5.0,0,4.0,0,1,1,0.0,0,31328.0
35.0,1,1,28.0,2,1,3,2.0,3,4.0,1,1.0,0,5,1,1.0,3,26996.0
21.0,0,3,6.0,1,1,3,4.0,0,4.0,2,2.0,1,5,1,2.0,1,17174.0
48.0,1,1,9.0,3,1,4,4.0,1,3.0,1,7.0,0,1,0,1.0,2,23748.0
42.0,1,1,9.0,2,1,3,6.0,0,3.0,1,6.0,1,3,0,2.0,1,21456.0
46.0,1,1,27.0,3,2,4,6.0,3,5.0,1,4.0,1,3,0,1.0,3,29529.0
38.0,0,3,26.0,3,2,3,4.0,3,4.0,3,3.0,1,5,0,1.0,3,26320.0
28.0,1,1,30.0,2,2,2,4.0,0,3.0,2,6.0,1,1,0,0.0,1,17028.0
52.0,1,1,13.0,2,2,3,4.0,2,3.0,2,2.0,0,5,1,2.0,4,32126.0
28.0,1,3,11.0,3,2,3,3.0,1,3.0,2,2.0,0,3,1,0.0,2,19908.0
36.0,1,1,8.0,2,1,3,3.0,0,3.0,0,5.0,0,5,1,0.0,1,17543.0
44.0,0,1,14.0,3,2,3,3.0,0,3.0,1,6.0,0,4,0,2.0,1,20767.0
22.0,1,3,19.0,2,1,3,2.0,0,4.0,3,3.0,0,5,0,2.0,1,21394.0
33.0,1,1,9.0,3,2,3,4.0,1,4.0,1,2.0,0,4,0,2.0,2,24148.0
28.0,1,1,12.0,1,2,3,5.0,3,3.0,1,3.0,1,3,1,2.0,3,31486.0
25.0,1,1,7.0,2,2,3,5.0,1,3.0,3,3.0,0,3,1,2.0,2,23295.0
21.0,0,1,16.0,2,1,2,4.0,0,3.0,2,2.0,0,4,1,0.0,1,17625.0
26.0,1,1,10.0,3,2,4,4.0,0,5.0,1,7.0,0,5,1,2.0,1,22709.0
33.0,1,1,10.0,3,1,2,4.0,0,4.0,0,7.0,0,4,0,0.0,1,17622.0
23.0,1,1,15.0,2,2,4,6.0,0,5.0,0,3.0,0,2,1,1.0,1,21129.0
26.0,0,2,23.0,2,1,2,3.0,0,3.0,1,1.0,1,5,0,1.0,1,17741.0
50.0,1,1,10.0,2,2,3,3.0,2,4.0,1,4.0,0,5,1,0.0,4,32126.0
32.0,0,1,19.0,2,1,3,4.0,0,4.0,1,2.0,0,5,1,0.0,1,17743.0
39.0,0,1,9.0,2,2,3,4.0,0,3.0,0,3.0,1,5,1,2.0,1,20380.0
38.0,1,1,31.0,2,1,2,4.0,3,4.0,1,4.0,0,3,0,1.0,3,27061.0
40.0,1,3,32.0,3,2,3,3.0,1,5.0,0,2.0,0,2,1,1.0,2,23396.0
45.0,1,1,14.0,3,1,3,5.0,3,3.0,0,5.0,0,4,1,1.0,3,28926.0
34.0,1,1,12.0,2,1,4,5.0,0,3.0,0,3.0,0,2,0,3.0,1,21589.0
30.0,0,1,9.0,2,2,2,3.0,0,3.0,0,5.0,0,3,0,1.0,1,17097.0
29.0,1,1,9.0,2,2,4,5.0,0,4.0,1,2.0,0,1,0,3.0,1,21879.0
30.0,1,1,6.0,2,2,2,4.0,1,3.0,0,2.0,1,2,1,1.0,2,20126.0
47.0,1,3,8.0,2,1,2,1.0,4,4.0,1,7.0,0,1,0,0.0,0,30972.0
34.0,1,3,27.0,2,2,3,1.0,1,3.0,2,2.0,0,3,0,0.0,2,20337.0
35.0,0,2,18.0,2,2,3,5.0,1,4.0,0,6.0,0,5,0,2.0,2,23168.0
34.0,0,3,32.0,3,1,3,4.0,1,3.0,1,3.0,0,3,0,2.0,2,23217.0
25.0,1,1,16.0,3,2,4,2.0,0,3.0,1,3.0,0,1,0,1.0,1,23079.0
34.0,1,1,25.0,3,2,3,3.0,0,3.0,1,1.0,0,3,0,2.0,1,17661.0
47.0,0,3,10.0,3,2,2,3.0,1,3.0,2,4.0,0,4,0,1.0,2,17976.0
37.0,0,1,25.0,2,2,3,3.0,0,3.0,0,6.0,0,5,0,1.0,1,22366.0
31.0,1,3,16.0,3,1,2,3.0,1,3.0,1,3.0,1,1,0,0.0,2,21583.0
20.0,0,1,12.0,2,1,3,4.0,0,3.0,2,2.0,1,1,0,0.0,1,17926.0
37.0,1,2,20.0,2,2,3,5.0,0,5.0,1,6.0,1,5,1,2.0,1,23317.0
33.0,0,1,9.0,2,2,3,3.0,0,5.0,2,2.0,1,5,1,2.0,1,18348.0
44.0,1,1,9.0,2,2,2,3.0,2,3.0,1,5.0,1,1,0,1.0,4,32126.0
39.0,0,1,8.0,2,2,2,3.0,4,3.0,1,1.0,0,3,1,0.0,0,27169.0
42.0,0,3,17.0,2,2,3,4.0,1,3.0,3,2.0,0,1,0,2.0,2,24908.0
29.0,1,1,10.0,3,1,4,4.0,3,4.0,1,2.0,0,4,0,1.0,3,26333.0
35.0,0,1,26.0,3,1,3,4.0,1,4.0,1,6.0,0,3,1,1.0,2,23122.0
48.0,1,1,32.0,3,2,3,4.0,3,3.0,3,4.0,0,3,1,1.0,3,27311.0
48.0,0,3,10.0,3,1,3,4.0,4,3.0,1,2.0,1,5,1,2.0,0,32126.0
42.0,1,1,7.0,2,2,4,4.0,0,3.0,1,5.0,0,1,0,1.0,1,21460.0
54.0,0,3,9.0,3,1,3,5.0,3,4.0,0,4.0,0,2,0,2.0,3,26203.0
49.0,1,1,27.0,3,2,3,4.0,0,3.0,0,6.0,0,2,0,1.0,1,20937.0
28.0,1,3,9.0,3,2,3,4.0,0,5.0,1,2.0,0,5,1,2.0,1,21719.0
36.0,1,3,9.0,2,2,2,4.0,3,3.0,1,2.0,1,1,1,0.0,3,25325.0
41.0,1,1,25.0,2,2,2,3.0,1,5.0,1,3.0,0,1,0,0.0,2,18072.0
61.0,1,3,23.0,3,2,3,4.0,1,5.0,3,2.0,0,4,1,1.0,2,24083.0
32.0,1,1,16.0,2,2,3,5.0,0,4.0,3,2.0,1,3,1,1.0,1,21335.0
32.0,1,2,15.0,3,1,4,2.0,0,4.0,2,2.0,0,1,0,3.0,1,20787.0
49.0,0,1,24.0,2,2,3,3.0,1,3.0,1,2.0,1,1,0,0.0,2,21804.0
26.0,1,3,11.0,2,1,1,4.0,0,3.0,2,1.0,0,1,0,0.0,1,17966.0
39.0,1,1,12.0,2,1,2,3.0,3,4.0,3,5.0,0,3,0,1.0,3,23376.0
28.0,0,1,30.0,1,2,3,4.0,3,5.0,3,2.0,0,1,1,1.0,3,23722.0
52.0,1,1,10.0,2,1,1,3.0,4,3.0,0,3.0,0,5,1,0.0,0,31555.0
41.0,0,3,9.0,3,2,4,4.0,1,4.0,0,7.0,0,4,1,3.0,2,23005.0
38.0,0,1,12.0,1,2,3,2.0,0,3.0,3,2.0,0,5,1,1.0,1,22178.0
36.0,1,3,10.0,2,2,4,4.0,3,3.0,1,7.0,0,5,0,3.0,3,26501.0
23.0,1,1,13.0,3,2,4,4.0,0,3.0,0,2.0,0,2,1,1.0,1,21451.0
39.0,0,1,9.0,2,0,4,2.0,1,5.0,3,7.0,1,2,1,3.0,2,24658.0
60.0,1,1,25.0,3,2,4,4.0,3,3.0,2,7.0,0,3,1,2.0,3,29190.0
27.0,1,3,8.0,3,1,3,5.0,2,4.0,2,3.0,1,5,1,1.0,4,17517.0
27.0,1,2,32.0,2,1,4,4.0,0,3.0,1,3.0,0,4,1,2.0,1,21620.0
34.0,1,1,12.0,2,1,4,5.0,0,3.0,1,3.0,0,1,0,1.0,1,21589.0
48.0,1,1,8.0,1,2,3,1.0,0,4.0,2,6.0,0,2,0,2.0,1,17559.0
43.0,1,1,12.0,3,1,2,4.0,2,3.0,1,1.0,0,3,1,1.0,4,32126.0
23.0,0,1,11.0,1,2,4,5.0,0,3.0,3,7.0,0,5,0,1.0,1,22572.0
19.0,0,1,21.0,3,1,3,4.0,0,3.0,2,3.0,0,5,1,1.0,1,20192.0
29.0,0,1,16.0,2,1,3,3.0,0,4.0,1,1.0,0,5,1,0.0,1,18291.0
31.0,1,1,18.0,3,1,2,3.0,1,3.0,1,1.0,1,4,1,0.0,2,20855.0
40.0,1,3,15.0,3,2,2,3.0,1,5.0,1,1.0,0,3,1,1.0,2,20473.0
21.0,1,1,6.0,1,1,3,4.0,0,4.0,2,2.0,1,5,0,2.0,1,17070.0
53.0,1,3,8.0,2,1,3,4.0,4,3.0,1,3.0,0,3,0,0.0,0,30427.0
29.0,1,1,9.0,3,2,3,4.0,3,3.0,0,2.0,0,2,1,2.0,3,26935.0
39.0,1,3,9.0,3,1,2,3.0,1,3.0,1,5.0,1,4,1,1.0,2,20238.0
